,date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate
455,2021-05-20 00:00:00+00:00,22040,20958,20705,2129,33,0.16
456,2021-05-21 00:00:00+00:00,26955,25749,25566,144,22,0.09
457,2021-05-22 00:00:00+00:00,6919,6632,6579,0,14,0.21
458,2021-05-23 00:00:00+00:00,18390,17280,17135,1444,26,0.15
459,2021-05-24 00:00:00+00:00,32248,30649,30387,4065,27,0.09
460,2021-05-25 00:00:00+00:00,26674,25471,25365,3461,23,0.09
461,2021-05-26 00:00:00+00:00,25934,24893,24739,2305,15,0.06
462,2021-05-27 00:00:00+00:00,27738,26309,26157,3220,12,0.05
463,2021-05-28 00:00:00+00:00,31828,30691,30434,447,18,0.06
464,2021-05-29 00:00:00+00:00,9340,8998,8932,280,12,0.13
465,2021-05-30 00:00:00+00:00,19780,18748,18624,1649,3,0.02
466,2021-05-31 00:00:00+00:00,25471,24026,23812,3699,14,0.06
467,2021-06-01 00:00:00+00:00,21750,20319,20132,3761,48,0.24
468,2021-06-02 00:00:00+00:00,17243,16064,15845,1175,14,0.09
469,2021-06-03 00:00:00+00:00,15803,14790,14634,1109,11,0.08
470,2021-06-04 00:00:00+00:00,17990,16822,16736,2,31,0.19
471,2021-06-05 00:00:00+00:00,7332,6873,6817,0,5,0.07
472,2021-06-06 00:00:00+00:00,16034,14874,14774,1331,5,0.03
473,2021-06-07 00:00:00+00:00,23015,21366,21240,1952,6,0.03
474,2021-06-08 00:00:00+00:00,21243,19754,19634,3384,30,0.15
475,2021-06-09 00:00:00+00:00,16937,15677,15586,1052,6,0.04
476,2021-06-10 00:00:00+00:00,17679,16514,16460,955,19,0.12
477,2021-06-11 00:00:00+00:00,17477,16249,16056,1,18,0.11
478,2021-06-12 00:00:00+00:00,10430,9851,9817,0,5,0.05
479,2021-06-13 00:00:00+00:00,18547,17296,17228,741,3,0.02
480,2021-06-14 00:00:00+00:00,26331,24448,23943,3119,25,0.1
481,2021-06-15 00:00:00+00:00,22495,20837,20529,3151,26,0.13
482,2021-06-16 00:00:00+00:00,18399,17034,16908,1092,13,0.08
483,2021-06-17 00:00:00+00:00,16588,15374,15017,1175,26,0.17
484,2021-06-18 00:00:00+00:00,20294,18720,18237,1,35,0.19
485,2021-06-19 00:00:00+00:00,12658,11767,11381,1,46,0.4
486,2021-06-20 00:00:00+00:00,24652,23218,21884,1179,49,0.22
487,2021-06-21 00:00:00+00:00,32418,30221,29717,1435,125,0.42
488,2021-06-22 00:00:00+00:00,30912,28832,26853,3724,110,0.41
489,2021-06-23 00:00:00+00:00,29660,27740,26515,3003,141,0.53
490,2021-06-24 00:00:00+00:00,29887,28193,26417,1835,230,0.87
491,2021-06-25 00:00:00+00:00,39766,37136,36050,372,231,0.64
492,2021-06-26 00:00:00+00:00,21859,20760,19647,0,115,0.59
493,2021-06-27 00:00:00+00:00,30381,28477,27435,2283,145,0.53
494,2021-06-28 00:00:00+00:00,47670,44714,42546,5166,285,0.67
495,2021-06-29 00:00:00+00:00,46862,44075,42731,4809,294,0.69
496,2021-06-30 00:00:00+00:00,43640,40837,38962,5054,311,0.8
497,2021-07-01 00:00:00+00:00,44597,42049,41006,4937,296,0.72
498,2021-07-02 00:00:00+00:00,49699,46620,44982,3084,326,0.72
499,2021-07-03 00:00:00+00:00,27151,25788,24806,121,187,0.75
500,2021-07-04 00:00:00+00:00,36501,34403,32425,1669,350,1.08
501,2021-07-05 00:00:00+00:00,53789,50345,49070,6921,507,1.03
502,2021-07-06 00:00:00+00:00,60685,56972,53861,7038,528,0.98
503,2021-07-07 00:00:00+00:00,54844,51385,49405,9415,525,1.06
504,2021-07-08 00:00:00+00:00,52115,48838,46958,6635,470,1.0
505,2021-07-09 00:00:00+00:00,61505,57590,55980,5445,539,0.96
506,2021-07-10 00:00:00+00:00,34551,32572,31022,673,263,0.85
507,2021-07-11 00:00:00+00:00,42469,39567,38331,3478,440,1.15
508,2021-07-12 00:00:00+00:00,62105,57746,55425,8905,763,1.38
509,2021-07-13 00:00:00+00:00,62220,57870,55262,8279,766,1.39
510,2021-07-14 00:00:00+00:00,63086,58698,56188,9601,778,1.38
511,2021-07-15 00:00:00+00:00,65373,61083,56825,8625,866,1.52
512,2021-07-16 00:00:00+00:00,80999,75704,71567,8140,1135,1.59
513,2021-07-17 00:00:00+00:00,32802,30788,29603,279,432,1.46
514,2021-07-18 00:00:00+00:00,56107,52575,49373,2888,842,1.71
515,2021-07-19 00:00:00+00:00,33199,30375,29976,4495,352,1.17
