,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1,"אוכלוסייה, לפי מחוז ונפה, קבוצת אוכלוסייה, מין וגיל, סוף 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,הנתונים מוצגים במספרים מוחלטים.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,.. = הנתונים קטנים מ-3 או שווים ל-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,אזהרה: בשימוש בנתונים יש להביא בחשבון שככל שהמספר קטן יותר - כך יורדת רמת המהימנות של האומדן ועולה הסבירות לטעות. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,קבוצת אוכלוסייה,מחוז,נפה,מין,גיל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,מחוז תל אביב,סך הכל,"סה""כ",1145957,18057.0,17857.0,17079.0,16774.0,16449,16027.0,15208.0,15387,14937.0,15403.0,14853,15186.0,15187.0,15576,15951,16227,15954,16201,16511,16780.0,16840.0,17119.0,17193.0,17773.0,18769,20608.0,21139,21360,21374.0,20867,21127,19558,17031,15881,14147,13978.0,13441,13033,12328,12248,12395,12816,12654,12533,12662,13112,13471,13461,14012,14718,14883,14944,13843,14064,15488,14361,11676,10097,8906,8223,8386,9050,9368,9861,9957,9874,9520,9008,8921,9662,8588,9428,8429,8623,8213.0,8467,8305,8137,7718,7435,6082,6425,4583,3779,2797,2752,2934,3007,2411,2406,6094
123,,,,גברים,550460,9211.0,9317.0,8940.0,8532.0,8478,8154.0,7780.0,7827,7663.0,7796.0,7627,7869.0,7668.0,7960,8093,8214,7813,8256,8264,8218.0,8427.0,8544.0,8565.0,8882.0,9334,10304.0,10516,10547,10677.0,10472,10661,10052,8798,8031,7159,6931.0,6719,6414,6086,5903,5987,6113,5960,5977,5895,6074,6246,6341,6518,6786,6912,6859,6464,6401,7148,6520,5358,4679,4150,3673,3800,4053,4141,4333,4430,4349,4253,3920,3847,4013,3840,3994,3550,3588,3411.0,3392,3214,3210,3099,3154,2825,2954,1973,1577,1214,1064,1155,1091,895,918,2440
124,,,,נשים,595497,8846.0,8540.0,8139.0,8242.0,7971,7873.0,7428.0,7560,7274.0,7607.0,7226,7317.0,7519.0,7616,7858,8013,8141,7945,8247,8562.0,8413.0,8575.0,8628.0,8891.0,9435,10304.0,10623,10813,10697.0,10395,10466,9506,8233,7850,6988,7047.0,6722,6619,6242,6345,6408,6703,6694,6556,6767,7038,7225,7120,7494,7932,7971,8085,7379,7663,8340,7841,6318,5418,4756,4550,4586,4997,5227,5528,5527,5525,5267,5088,5074,5649,4748,5434,4879,5035,4802.0,5075,5091,4927,4619,4281,3257,3471,2610,2202,1583,1688,1779,1916,1516,1488,3654
125,,מחוז דרום,סך הכל,"סה""כ",802103,14959.0,15141.0,14956.0,15077.0,14650,14480.0,14519.0,14285,14149.0,14138.0,13665,13557.0,13449.0,13642,13283,13658,13262,13514,13856,13791.0,13655.0,13712.0,13738.0,13546.0,13613,13819.0,13571,12516,11912.0,11157,11241,10867,10219,10234,9705,9848.0,9862,9727,9952,10052,10289,10822,10417,10166,9967,10254,9972,9941,9478,9610,9266,9228,8553,8666,9195,8213,6358,5308,4374,4974,5553,5903,6251,6472,6854,5958,5525,4874,4796,4975,4476,5114,4356,4487,4168.0,3966,3876,3584,3181,2894,2386,2096,1655,1346,966,968,1032,1014,786,690,1873
126,,,,גברים,395236,7506.0,7696.0,7640.0,7641.0,7581,7423.0,7555.0,7245,7374.0,7293.0,7057,7022.0,6853.0,6924,6703,6922,6684,6911,7085,7028.0,6886.0,6793.0,7000.0,6898.0,6856,6938.0,6981,6606,6036.0,5729,5749,5529,5058,5132,4853,4901.0,4864,4912,4938,4811,5080,5316,5169,4845,4883,5025,4860,4922,4607,4741,4519,4516,4012,4170,4314,3878,3075,2557,2128,2349,2512,2746,2857,2877,3093,2756,2534,2214,2144,2226,2034,2329,1921,1948,1781.0,1678,1604,1378,1271,1133,1009,776,628,541,403,383,387,336,279,221,658
127,,,,נשים,406867,7453.0,7445.0,7316.0,7436.0,7069,7057.0,6964.0,7040,6775.0,6845.0,6608,6535.0,6596.0,6718,6580,6736,6578,6603,6771,6763.0,6769.0,6919.0,6738.0,6648.0,6757,6881.0,6590,5910,5876.0,5428,5492,5338,5161,5102,4852,4947.0,4998,4815,5014,5241,5209,5506,5248,5321,5084,5229,5112,5019,4871,4869,4747,4712,4541,4496,4881,4335,3283,2751,2246,2625,3041,3157,3394,3595,3761,3202,2991,2660,2652,2749,2442,2785,2435,2539,2387.0,2288,2272,2206,1910,1761,1377,1320,1027,805,563,585,645,678,507,469,1215
128,,,אשקלון,"סה""כ",416513,8007.0,8079.0,7916.0,8092.0,7938,7692.0,7719.0,7584,7496.0,7674.0,7287,7135.0,7033.0,7162,6917,7167,6985,7060,7105,6952.0,6844.0,6593.0,6576.0,6440.0,6397,6478.0,6611,6108,5985.0,5507,5488,5443,5149,5244,4881,5031.0,5175,5097,5358,5167,5391,5697,5493,5378,5142,5350,5230,5189,4852,4967,4752,4626,4503,4472,4779,4201,3278,2691,2181,2550,3002,3142,3372,3442,3739,3212,2982,2663,2542,2696,2469,2864,2430,2430,2275.0,2187,2172,2001,1754,1563,1352,1207,902,722,542,520,589,584,430,377,1057
129,,,,גברים,204951,3999.0,4121.0,4083.0,4033.0,4084,3932.0,4026.0,3819,3940.0,3982.0,3760,3725.0,3553.0,3622,3473,3687,3487,3692,3717,3584.0,3522.0,3379.0,3413.0,3248.0,3214,3247.0,3386,3135,2973.0,2834,2770,2734,2473,2609,2396,2406.0,2524,2598,2658,2464,2702,2758,2694,2549,2483,2608,2552,2591,2408,2466,2289,2282,2116,2165,2275,2001,1590,1267,1023,1201,1356,1463,1554,1507,1707,1508,1345,1191,1132,1208,1103,1303,1099,1067,1012.0,922,857,786,691,635,578,452,360,287,234,205,239,201,153,125,349
130,,,,נשים,211562,4008.0,3958.0,3833.0,4059.0,3854,3760.0,3693.0,3765,3556.0,3692.0,3527,3410.0,3480.0,3540,3444,3480,3498,3368,3388,3368.0,3322.0,3214.0,3163.0,3192.0,3183,3231.0,3225,2973,3012.0,2673,2718,2709,2676,2635,2485,2625.0,2651,2499,2700,2703,2689,2939,2799,2829,2659,2742,2678,2598,2444,2501,2463,2344,2387,2307,2504,2200,1688,1424,1158,1349,1646,1679,1818,1935,2032,1704,1637,1472,1410,1488,1366,1561,1331,1363,1263.0,1265,1315,1215,1063,928,774,755,542,435,308,315,350,383,277,252,708
131,,,באר שבע,"סה""כ",385590,6952.0,7062.0,7040.0,6985.0,6712,6788.0,6800.0,6701,6653.0,6464.0,6378,6422.0,6416.0,6480,6366,6491,6277,6454,6751,6839.0,6811.0,7119.0,7162.0,7106.0,7216,7341.0,6960,6408,5927.0,5650,5753,5424,5070,4990,4824,4817.0,4687,4630,4594,4885,4898,5125,4924,4788,4825,4904,4742,4752,4626,4643,4514,4602,4050,4194,4416,4012,3080,2617,2193,2424,2551,2761,2879,3030,3115,2746,2543,2211,2254,2279,2007,2250,1926,2057,1893.0,1779,1704,1583,1427,1331,1034,889,753,624,424,448,443,430,356,313,816
132,,,,גברים,190285,3507.0,3575.0,3557.0,3608.0,3497,3491.0,3529.0,3426,3434.0,3311.0,3297,3297.0,3300.0,3302,3230,3235,3197,3219,3368,3444.0,3364.0,3414.0,3587.0,3650.0,3642,3691.0,3595,3471,3063.0,2895,2979,2795,2585,2523,2457,2495.0,2340,2314,2280,2347,2378,2558,2475,2296,2400,2417,2308,2331,2199,2275,2230,2234,1896,2005,2039,1877,1485,1290,1105,1148,1156,1283,1303,1370,1386,1248,1189,1023,1012,1018,931,1026,822,881,769.0,756,747,592,580,498,431,324,268,254,169,178,148,135,126,96,309
133,,,,נשים,195305,3445.0,3487.0,3483.0,3377.0,3215,3297.0,3271.0,3275,3219.0,3153.0,3081,3125.0,3116.0,3178,3136,3256,3080,3235,3383,3395.0,3447.0,3705.0,3575.0,3456.0,3574,3650.0,3365,2937,2864.0,2755,2774,2629,2485,2467,2367,2322.0,2347,2316,2314,2538,2520,2567,2449,2492,2425,2487,2434,2421,2427,2368,2284,2368,2154,2189,2377,2135,1595,1327,1088,1276,1395,1478,1576,1660,1729,1498,1354,1188,1242,1261,1076,1224,1104,1176,1124.0,1023,957,991,847,833,603,565,485,370,255,270,295,295,230,217,507
134,,אזור יהודה ושומרון,סך הכל,"סה""כ",208188,7052.0,7102.0,6805.0,6615.0,6443,5826.0,5565.0,5484,5229.0,4981.0,4838,4695.0,4433.0,4236,3962,3850,3640,3563,3940,3689.0,3648.0,3700.0,3733.0,3788.0,3760,3919.0,3843,3489,3288.0,2995,3076,2947,2804,2621,2549,2602.0,2587,2484,2515,2504,2565,2466,2501,2451,2368,2237,2248,2028,2068,1975,1894,1770,1555,1492,1513,1292,1000,782,661,574,592,593,584,538,578,426,427,345,317,300,261,308,259,232,215.0,236,209,201,185,151,111,126,110,86,74,48,69,72,42,55,198
135,,,,גברים,106037,3631.0,3606.0,3519.0,3437.0,3353,2987.0,2851.0,2846,2677.0,2486.0,2469,2411.0,2219.0,2104,1914,1907,1836,1815,2215,1916.0,1816.0,1940.0,1884.0,1910.0,1905,1943.0,1930,1739,1667.0,1522,1513,1550,1414,1335,1260,1311.0,1276,1226,1256,1169,1308,1235,1249,1219,1237,1178,1125,1070,1096,1031,1012,974,805,769,778,728,523,434,359,330,307,321,298,297,300,217,220,201,169,133,118,170,126,107,93.0,96,87,94,61,45,49,49,50,33,27,15,33,19,5,11,61
136,,,,נשים,102151,3421.0,3496.0,3286.0,3178.0,3090,2839.0,2714.0,2638,2552.0,2495.0,2369,2284.0,2214.0,2132,2048,1943,1804,1748,1725,1773.0,1832.0,1760.0,1849.0,1878.0,1855,1976.0,1913,1750,1621.0,1473,1563,1397,1390,1286,1289,1291.0,1311,1258,1259,1335,1257,1231,1252,1232,1131,1059,1123,958,972,944,882,796,750,723,735,564,477,348,302,244,285,272,286,241,278,209,207,144,148,167,143,138,133,125,122.0,140,122,107,124,106,62,77,60,53,47,33,36,53,37,44,137
137,ערבים,סך הכל,,"סה""כ",1227494,40344.0,40481.0,39490.0,38676.0,36298,35692.0,36009.0,33275,33165.0,31680.0,30712,29620.0,28276.0,26610,25185,23865,23664,23822,23636,22312.0,21463.0,21753.0,22542.0,22265.0,22087,22183.0,21613,20853,20726.0,19977,19168,18783,17862,16633,16013,16201.0,16335,15825,14863,14391,13135,13229,11562,11350,10335,9607,9716,8688,8650,7916,7678,7557,4971,5998,5860,6038,6134,5659,5204,5088,4176,4830,3626,4027,3571,3988,3196,2911,2706,2717,2015,2669,1831,2195,1696.0,1250,1326,1385,1468,989,563,896,554,853,424,344,336,403,435,297,1094
138,,,,גברים,624670,20841.0,20820.0,20279.0,19844.0,18562,18332.0,18386.0,17153,17138.0,16246.0,15823,15132.0,14403.0,13659,12656,12241,12183,12193,12031,11338.0,11012.0,11005.0,11427.0,11130.0,11125,11304.0,10924,10715,10594.0,10160,9818,9540,9206,8563,8182,8409.0,8501,8063,7519,7373,6756,6781,5907,5791,5251,4786,4893,4428,4381,3995,3796,3753,2477,2976,2841,3117,3062,2823,2602,2462,2246,2437,1892,2043,1648,1949,1458,1343,1231,1172,964,1182,816,874,748.0,600,593,594,510,449,301,401,271,338,225,235,194,241,209,154,644
139,,,,נשים,602824,19503.0,19661.0,19211.0,18832.0,17736,17360.0,17623.0,16122,16027.0,15434.0,14889,14488.0,13873.0,12951,12529,11624,11481,11629,11605,10974.0,10451.0,10748.0,11115.0,11135.0,10962,10879.0,10689,10138,10132.0,9817,9350,9243,8656,8070,7831,7792.0,7834,7762,7344,7018,6379,6448,5655,5559,5084,4821,4823,4260,4269,3921,3882,3804,2494,3022,3019,2921,3072,2836,2602,2626,1930,2393,1734,1984,1923,2039,1738,1568,1475,1545,1051,1487,1015,1321,948.0,650,733,791,958,540,262,495,283,515,199,109,142,162,226,143,450
140,,מחוז ירושלים,סך הכל,"סה""כ",222924,7163.0,7306.0,7681.0,7032.0,6531,6625.0,6837.0,6029,6365.0,5813.0,5589,5443.0,5168.0,4559,4215,4167,4104,4313,4108,4307.0,4075.0,4148.0,3976.0,4103.0,3889,3935.0,3826,3636,3496.0,3541,3486,3393,3192,2850,2726,2846.0,2922,2834,2732,2739,2338,2452,2099,2070,2008,1583,1786,1511,1510,1376,1389,1325,1090,1360,1395,1077,1129,952,892,889,595,814,587,597,848,576,557,488,430,718,370,501,362,343,660.0,223,321,216,211,334,119,169,115,89,150,63,74,76,61,89,237
141,,,,גברים,112843,3696.0,3719.0,3898.0,3596.0,3371,3350.0,3535.0,3120,3209.0,2897.0,2934,2763.0,2637.0,2323,2068,2142,2144,2248,2084,2113.0,2103.0,2141.0,2037.0,1981.0,1899,1886.0,1911,1841,1786.0,1757,1759,1742,1683,1506,1402,1538.0,1537,1477,1415,1442,1258,1258,1053,1062,1029,792,912,757,749,724,743,681,567,636,663,610,544,489,450,379,328,385,281,297,309,310,259,225,198,235,154,204,163,154,193.0,132,132,107,80,126,48,66,59,50,56,27,27,29,33,23,107
142,,,,נשים,110081,3467.0,3587.0,3783.0,3436.0,3160,3275.0,3302.0,2909,3156.0,2916.0,2655,2680.0,2531.0,2236,2147,2025,1960,2065,2024,2194.0,1972.0,2007.0,1939.0,2122.0,1990,2049.0,1915,1795,1710.0,1784,1727,1651,1509,1344,1324,1308.0,1385,1357,1317,1297,1080,1194,1046,1008,979,791,874,754,761,652,646,644,523,724,732,467,585,463,442,510,267,429,306,300,539,266,298,263,232,483,216,297,199,189,467.0,91,189,109,131,208,71,103,56,39,94,36,47,47,28,66,130
143,,מחוז צפון,סך הכל,"סה""כ",567497,16774.0,16731.0,16009.0,16110.0,15147,15091.0,15909.0,14726,14706.0,14166.0,14113,13599.0,13071.0,12504,11993,11282,11089,11099,11096,9988.0,9690.0,9876.0,10492.0,10427.0,10483,10452.0,10221,10036,9921.0,9569,9131,9011,8719,8294,7968,7995.0,8015,7759,7242,6996,6422,6359,5730,5569,5006,4742,4710,4405,4303,3932,3935,3762,2210,2720,2537,3011,2917,2792,2565,2454,2133,2531,1737,2280,1592,2135,1673,1419,1456,1199,931,1433,707,1365,596.0,688,637,589,971,456,293,492,196,619,178,212,178,184,312,145,579
144,,,,גברים,288391,8664.0,8614.0,8259.0,8302.0,7727,7736.0,8023.0,7639,7610.0,7346.0,7248,6893.0,6728.0,6472,6013,5781,5767,5577,5629,5075.0,4930.0,4926.0,5282.0,5167.0,5280,5368.0,5128,5109,5028.0,4865,4678,4553,4409,4220,4041,4089.0,4137,3891,3657,3521,3246,3221,2929,2877,2512,2408,2380,2269,2224,2035,1938,1891,1106,1408,1261,1532,1503,1380,1300,1222,1147,1285,900,1154,799,1035,752,649,648,558,476,625,335,470,319.0,304,287,269,290,220,162,227,126,204,113,157,130,128,145,92,361
145,,,,נשים,279106,8110.0,8117.0,7750.0,7808.0,7420,7355.0,7886.0,7087,7096.0,6820.0,6865,6706.0,6343.0,6032,5980,5501,5322,5522,5467,4913.0,4760.0,4950.0,5210.0,5260.0,5203,5084.0,5093,4927,4893.0,4704,4453,4458,4310,4074,3927,3906.0,3878,3868,3585,3475,3176,3138,2801,2692,2494,2334,2330,2136,2079,1897,1997,1871,1104,1312,1276,1479,1414,1412,1265,1232,986,1246,837,1126,793,1100,921,770,808,641,455,808,372,895,277.0,384,350,320,681,236,131,265,70,415,65,55,48,56,167,53,218
146,,,צפת,"סה""כ",9576,243.0,234.0,262.0,235.0,244,246.0,240.0,247,224.0,217.0,194,209.0,185.0,190,206,194,175,185,205,221.0,234.0,214.0,234.0,170.0,213,167.0,206,174,161.0,173,168,153,152,129,130,129.0,141,138,108,132,121,99,90,102,71,86,72,59,71,60,80,43,51,47,49,52,47,46,33,51,31,53,21,38,28,44,29,24,35,24,32,28,22,35,17.0,11,9,11,21,6,6,9,..,..,5,..,4,..,4,..,10
147,,,,גברים,4938,120.0,122.0,116.0,111.0,123,127.0,121.0,142,100.0,109.0,99,102.0,89.0,103,105,101,96,110,111,113.0,124.0,122.0,121.0,95.0,125,87.0,103,101,88.0,105,88,80,77,79,59,59.0,67,64,68,72,64,46,44,56,34,39,34,28,36,31,40,18,26,25,24,28,24,26,17,20,14,28,13,15,12,20,13,10,12,9,24,11,12,14,8.0,6,4,5,8,5,..,4,..,..,..,0,4,..,4,..,7
148,,,,נשים,4638,123.0,112.0,146.0,124.0,121,119.0,119.0,105,124.0,108.0,95,107.0,96.0,87,101,93,79,75,94,108.0,110.0,92.0,113.0,75.0,88,80.0,103,73,73.0,68,80,73,75,50,71,70.0,74,74,40,60,57,53,46,46,37,47,38,31,35,29,40,25,25,22,25,24,23,20,16,31,17,25,8,23,16,24,16,14,23,15,8,17,10,21,9.0,5,5,6,13,..,..,5,..,..,..,..,0,..,0,..,..
149,,,כנרת,"סה""כ",27737,682.0,768.0,665.0,719.0,729,704.0,714.0,800,694.0,731.0,674,656.0,690.0,582,662,571,573,586,584,517.0,524.0,534.0,523.0,514.0,490,491.0,471,420,477.0,471,459,432,403,413,394,387.0,399,395,341,347,325,311,267,278,255,235,264,228,217,180,206,220,102,163,143,168,129,115,140,126,112,114,108,99,84,104,72,74,64,52,33,97,29,59,26.0,37,37,30,53,11,22,36,4,34,8,12,13,9,18,7,21
150,,,,גברים,14172,357.0,391.0,355.0,369.0,370,345.0,377.0,378,350.0,393.0,353,345.0,369.0,303,360,304,296,301,313,274.0,272.0,271.0,260.0,240.0,252,244.0,236,213,249.0,233,223,223,213,200,185,202.0,189,205,192,174,172,157,139,151,129,124,144,115,123,90,114,97,46,81,67,95,71,53,78,69,65,56,50,50,41,32,32,29,34,26,15,45,14,18,12.0,21,16,12,16,4,9,12,..,10,..,9,12,8,9,5,10
151,,,,נשים,13565,325.0,377.0,310.0,350.0,359,359.0,337.0,422,344.0,338.0,321,311.0,321.0,279,302,267,277,285,271,243.0,252.0,263.0,263.0,274.0,238,247.0,235,207,228.0,238,236,209,190,213,209,185.0,210,190,149,173,153,154,128,127,126,111,120,113,94,90,92,123,56,82,76,73,58,62,62,57,47,58,58,49,43,72,40,45,30,26,18,52,15,41,14.0,16,21,18,37,7,13,24,..,24,5,..,..,..,9,..,11
152,,,יזרעאל,"סה""כ",205083,6349.0,6318.0,6065.0,6128.0,5725,5610.0,5946.0,5415,5309.0,5137.0,5126,4911.0,4772.0,4538,4367,3994,3868,3858,3910,3381.0,3356.0,3374.0,3698.0,3810.0,3733,3786.0,3561,3577,3475.0,3332,3275,3122,3104,2885,2846,2841.0,2897,2709,2678,2549,2330,2265,2020,2004,1829,1791,1743,1632,1536,1473,1362,1401,816,1033,903,1113,1093,1070,928,882,752,895,630,851,576,745,622,525,495,413,351,482,235,440,200.0,255,178,210,307,158,117,190,74,207,64,73,65,53,105,48,208
153,,,,גברים,103923,3259.0,3260.0,3117.0,3193.0,2976,2875.0,3025.0,2784,2756.0,2639.0,2585,2481.0,2458.0,2333,2192,2089,1961,1913,1938,1715.0,1686.0,1634.0,1895.0,1862.0,1916,1962.0,1807,1837,1787.0,1715,1701,1537,1522,1468,1448,1461.0,1485,1376,1347,1246,1163,1136,1037,1015,923,863,875,835,780,736,673,717,387,527,468,581,567,510,475,452,409,474,324,432,288,379,271,219,192,190,169,215,117,135,108.0,103,75,92,95,64,59,85,42,67,42,52,44,33,42,28,117
154,,,,נשים,101160,3090.0,3058.0,2948.0,2935.0,2749,2735.0,2921.0,2631,2553.0,2498.0,2541,2430.0,2314.0,2205,2175,1905,1907,1945,1972,1666.0,1670.0,1740.0,1803.0,1948.0,1817,1824.0,1754,1740,1688.0,1617,1574,1585,1582,1417,1398,1380.0,1412,1333,1331,1303,1167,1129,983,989,906,928,868,797,756,737,689,684,429,506,435,532,526,560,453,430,343,421,306,419,288,366,351,306,303,223,182,267,118,305,92.0,152,103,118,212,94,58,105,32,140,22,21,21,20,63,20,91
155,,,עכו,"סה""כ",305572,8975.0,8909.0,8550.0,8566.0,8016,8029.0,8544.0,7834,8072.0,7658.0,7724,7437.0,7054.0,6823,6383,6148,6099,6070,6034,5455.0,5182.0,5367.0,5591.0,5528.0,5607,5560.0,5557,5474,5383.0,5176,4772,4932,4760,4548,4318,4402.0,4334,4249,3873,3755,3456,3428,3177,2964,2681,2502,2471,2324,2331,2112,2150,1948,1091,1358,1291,1588,1545,1488,1390,1308,1180,1400,921,1246,823,1191,907,741,813,651,447,783,368,799,311.0,361,372,316,569,252,133,225,89,362,79,115,97,107,181,74,308
156,,,,גברים,155369,4637.0,4558.0,4437.0,4390.0,4039,4127.0,4266.0,4099,4204.0,4006.0,4017,3761.0,3630.0,3550,3161,3097,3218,3050,3084,2762.0,2660.0,2687.0,2788.0,2772.0,2791,2848.0,2768,2759,2674.0,2585,2441,2523,2444,2310,2200,2248.0,2265,2115,1933,1911,1739,1757,1617,1536,1345,1317,1235,1217,1205,1114,1045,991,569,708,641,784,782,756,683,644,640,697,476,632,430,577,416,364,383,311,229,331,168,287,177.0,160,168,149,158,130,78,110,60,112,53,86,69,77,88,51,202
157,,,,נשים,150203,4338.0,4351.0,4113.0,4176.0,3977,3902.0,4278.0,3735,3868.0,3652.0,3707,3676.0,3424.0,3273,3222,3051,2881,3020,2950,2693.0,2522.0,2680.0,2803.0,2756.0,2816,2712.0,2789,2715,2709.0,2591,2331,2409,2316,2238,2118,2154.0,2069,2134,1940,1844,1717,1671,1560,1428,1336,1185,1236,1107,1126,998,1105,957,522,650,650,804,763,732,707,664,540,703,445,614,393,614,491,377,430,340,218,452,200,512,134.0,201,204,167,411,122,55,115,29,250,26,29,28,30,93,23,106
158,,,גולן,"סה""כ",19529,525.0,502.0,467.0,462.0,433,502.0,465.0,430,407.0,423.0,395,386.0,370.0,371,375,375,374,400,363,414.0,394.0,387.0,446.0,405.0,440,448.0,426,391,425.0,417,457,372,300,319,280,236.0,244,268,242,213,190,256,176,221,170,128,160,162,148,107,137,150,150,119,151,90,103,73,74,87,58,69,57,46,81,51,43,55,49,59,68,43,53,32,42.0,24,41,22,21,29,15,32,26,15,22,14,..,12,4,14,32
159,,,,גברים,9989,291.0,283.0,234.0,239.0,219,262.0,234.0,236,200.0,199.0,194,204.0,182.0,183,195,190,196,203,183,211.0,188.0,212.0,218.0,198.0,196,227.0,214,199,230.0,227,225,190,153,163,149,119.0,131,131,117,118,108,125,92,119,81,65,92,74,80,64,66,68,78,67,61,44,59,35,47,37,19,30,37,25,28,27,20,27,27,22,39,23,24,16,14.0,14,24,11,13,17,13,16,20,13,12,10,..,8,..,7,25
160,,,,נשים,9540,234.0,219.0,233.0,223.0,214,240.0,231.0,194,207.0,224.0,201,182.0,188.0,188,180,185,178,197,180,203.0,206.0,175.0,228.0,207.0,244,221.0,212,192,195.0,190,232,182,147,156,131,117.0,113,137,125,95,82,131,84,102,89,63,68,88,68,43,71,82,72,52,90,46,44,38,27,50,39,39,20,21,53,24,23,28,22,37,29,20,29,16,28.0,10,17,11,8,12,..,16,6,..,10,4,..,4,..,7,7
161,,מחוז חיפה,סך הכל,"סה""כ",180736,5357.0,5905.0,5691.0,5177.0,5032,4755.0,4756.0,4409,4410.0,4308.0,4128,3965.0,3850.0,3693,3495,3372,3353,3593,3408,3405.0,3249.0,3332.0,3346.0,3274.0,3327,3438.0,3328,3235,3313.0,3018,2850,2922,2739,2558,2563,2567.0,2539,2544,2455,2214,2124,2113,1936,1842,1636,1610,1572,1428,1429,1324,1217,1190,822,904,900,987,955,967,812,845,766,728,654,613,542,718,491,484,449,367,390,348,371,306,230.0,206,175,253,192,108,81,112,111,107,55,48,40,79,36,41,149
162,,,,גברים,92115,2712.0,3015.0,2949.0,2582.0,2612,2438.0,2465.0,2248,2310.0,2211.0,2100,2055.0,1899.0,1864,1758,1715,1657,1884,1708,1787.0,1669.0,1702.0,1671.0,1719.0,1697,1736.0,1718,1711,1676.0,1564,1473,1515,1439,1291,1352,1315.0,1342,1331,1233,1119,1072,1113,978,954,864,793,810,734,705,630,574,602,414,446,430,483,462,476,396,410,420,360,369,290,249,353,232,208,209,170,178,162,138,154,122.0,96,97,91,81,57,48,55,44,61,34,34,23,45,20,30,97
163,,,,נשים,88621,2645.0,2890.0,2742.0,2595.0,2420,2317.0,2291.0,2161,2100.0,2097.0,2028,1910.0,1951.0,1829,1737,1657,1696,1709,1700,1618.0,1580.0,1630.0,1675.0,1555.0,1630,1702.0,1610,1524,1637.0,1454,1377,1407,1300,1267,1211,1252.0,1197,1213,1222,1095,1052,1000,958,888,772,817,762,694,724,694,643,588,408,458,470,504,493,491,416,435,346,368,285,323,293,365,259,276,240,197,212,186,233,152,108.0,110,78,162,111,51,33,57,67,46,21,14,17,34,16,11,52
164,,,חיפה,"סה""כ",50007,1008.0,1071.0,1049.0,1034.0,1034,1047.0,1020.0,1012,991.0,1043.0,1007,1023.0,1031.0,968,935,864,901,938,921,1034.0,984.0,1054.0,947.0,897.0,949,963.0,978,956,951.0,867,780,862,803,738,757,775.0,786,761,745,716,711,686,632,667,526,556,515,485,503,472,444,434,294,345,315,339,314,326,276,264,273,269,243,268,191,300,196,189,188,169,139,175,108,165,83.0,83,80,83,117,47,30,51,22,53,24,20,17,28,21,19,52
165,,,,גברים,25419,500.0,524.0,537.0,533.0,542,525.0,561.0,500,527.0,546.0,483,544.0,525.0,477,463,408,444,496,432,553.0,510.0,559.0,490.0,471.0,520,500.0,519,489,492.0,440,405,417,394,354,403,414.0,417,402,373,358,364,354,319,340,283,258,271,259,241,215,227,219,155,177,156,183,148,154,133,117,162,127,137,121,84,141,86,88,95,78,67,74,56,79,46.0,28,46,35,39,21,15,21,13,29,14,15,12,13,12,13,32
166,,,,נשים,24588,508.0,547.0,512.0,501.0,492,522.0,459.0,512,464.0,497.0,524,479.0,506.0,491,472,456,457,442,489,481.0,474.0,495.0,457.0,426.0,429,463.0,459,467,459.0,427,375,445,409,384,354,361.0,369,359,372,358,347,332,313,327,243,298,244,226,262,257,217,215,139,168,159,156,166,172,143,147,111,142,106,147,107,159,110,101,93,91,72,101,52,86,37.0,55,34,48,78,26,15,30,9,24,10,5,5,15,9,6,20
167,,,חדרה,"סה""כ",130729,4349.0,4834.0,4642.0,4143.0,3998,3708.0,3736.0,3397,3419.0,3265.0,3121,2942.0,2819.0,2725,2560,2508,2452,2655,2487,2371.0,2265.0,2278.0,2399.0,2377.0,2378,2475.0,2350,2279,2362.0,2151,2070,2060,1936,1820,1806,1792.0,1753,1783,1710,1498,1413,1427,1304,1175,1110,1054,1057,943,926,852,773,756,528,559,585,648,641,641,536,581,493,459,411,345,351,418,295,295,261,198,251,173,263,141,147.0,123,95,170,75,61,51,61,89,54,31,28,23,51,15,22,97
