,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1,"אוכלוסייה, לפי מחוז ונפה, קבוצת אוכלוסייה, מין וגיל, סוף 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,הנתונים מוצגים במספרים מוחלטים.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,.. = הנתונים קטנים מ-3 או שווים ל-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,אזהרה: בשימוש בנתונים יש להביא בחשבון שככל שהמספר קטן יותר - כך יורדת רמת המהימנות של האומדן ועולה הסבירות לטעות. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,קבוצת אוכלוסייה,מחוז,נפה,מין,גיל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,גברים,273841,6957.0,6871.0,6469.0,6605.0,6398,6293.0,6042.0,5940,5972.0,5802.0,5584,5707.0,5644.0,5551,5597,5539,5448,5389,5241,5520.0,5143.0,4899.0,4764.0,4751.0,4626,4761.0,4448,4064,3948.0,3686,3580,3508,3264,3070,2933,2867.0,2905,2695,2629,2622,2729,2848,2788,2738,2821,2654,2689,2717,2683,2745,2680,2705,2299,2441,2525,2309,2032,1728,1574,1477,1562,1582,1594,1653,1571,1570,1556,1393,1317,1415,1296,1327,1229,1165,1055.0,1024,976,951,807,813,771,721,500,421,363,313,320,331,265,250,816
79,,,,נשים,280595,6683.0,6458.0,6370.0,6249.0,6064,5990.0,5712.0,5738,5588.0,5563.0,5508,5340.0,5292.0,5241,5169,5097,4942,4789,5104,5022.0,4911.0,4960.0,4967.0,4478.0,4334,4237.0,4234,3947,3949.0,3822,3662,3646,3399,3188,3058,3059.0,2840,2874,2733,2840,2904,3041,2884,2860,2847,2822,3003,2901,2951,3014,3003,2927,2666,2885,2969,2725,2266,1995,1763,1741,1784,1835,1796,2009,1846,1814,1711,1690,1642,1699,1467,1695,1434,1525,1422.0,1425,1421,1299,1185,1194,932,940,698,619,481,515,510,558,432,433,1360
80,,מחוז צפון,סך הכל,"סה""כ",538020,9035.0,9348.0,9112.0,9335.0,9184,8991.0,8900.0,9092,9222.0,9226.0,9352,9326.0,9497.0,9574,9716,9796,10004,9815,10088,9748.0,9425.0,9252.0,8664.0,8904.0,8736,9005.0,8623,7775,7177.0,6891,6628,6681,6499,6406,6284,6208.0,6415,6408,6471,6713,6790,7343,7404,7365,7379,7120,7435,7316,7210,7247,7034,6920,6265,6354,6563,5600,4359,3614,3140,3110,3514,3640,3632,3992,4233,3543,3645,3222,3070,3226,2870,3264,2944,2886,2868.0,2919,2651,2663,2272,2149,1772,1585,1310,910,767,786,842,841,733,613,1564
81,,,,גברים,265817,4627.0,4826.0,4713.0,4748.0,4647,4724.0,4564.0,4730,4706.0,4798.0,4790,4790.0,4896.0,4952,4920,5025,5099,5071,5205,5075.0,4884.0,4847.0,4491.0,4475.0,4301,4454.0,4440,4023,3691.0,3566,3368,3349,3179,3089,3045,3056.0,3095,3113,3149,3248,3251,3478,3541,3577,3653,3406,3589,3697,3484,3571,3598,3419,3110,3109,3234,2755,2138,1846,1533,1521,1691,1718,1701,1821,1918,1622,1639,1477,1390,1444,1285,1440,1293,1237,1300.0,1210,1120,1066,865,844,703,626,559,355,299,295,287,280,258,203,592
82,,,,נשים,272203,4408.0,4522.0,4399.0,4587.0,4537,4267.0,4336.0,4362,4516.0,4428.0,4562,4536.0,4601.0,4622,4796,4771,4905,4744,4883,4673.0,4541.0,4405.0,4173.0,4429.0,4435,4551.0,4183,3752,3486.0,3325,3260,3332,3320,3317,3239,3152.0,3320,3295,3322,3465,3539,3865,3863,3788,3726,3714,3846,3619,3726,3676,3436,3501,3155,3245,3329,2845,2221,1768,1607,1589,1823,1922,1931,2171,2315,1921,2006,1745,1680,1782,1585,1824,1651,1649,1568.0,1709,1531,1597,1407,1305,1069,959,751,555,468,491,555,561,475,410,972
83,,,צפת,"סה""כ",83108,1680.0,1767.0,1677.0,1638.0,1660,1703.0,1503.0,1580,1619.0,1600.0,1593,1601.0,1616.0,1535,1582,1522,1627,1504,1508,1500.0,1547.0,1553.0,1378.0,1488.0,1393,1488.0,1393,1231,1054.0,1013,924,990,927,893,880,963.0,927,917,903,995,975,1101,1083,1075,1058,1029,1027,1034,998,983,974,975,818,817,859,728,685,559,522,508,514,527,531,527,605,531,547,464,470,469,411,442,400,387,351.0,380,380,364,283,301,217,192,191,121,110,122,127,109,80,84,191
84,,,,גברים,41405,837.0,910.0,860.0,837.0,854,862.0,786.0,821,847.0,851.0,830,807.0,866.0,790,777,760,811,745,772,768.0,747.0,777.0,733.0,760.0,702,738.0,709,646,557.0,508,489,504,467,450,402,448.0,444,446,447,492,474,539,554,529,537,509,487,526,511,473,502,499,425,386,421,341,324,278,256,241,249,250,266,252,289,267,257,221,216,237,163,191,175,177,167.0,161,170,152,119,113,88,69,106,50,45,46,61,28,30,31,90
85,,,,נשים,41703,843.0,857.0,817.0,801.0,806,841.0,717.0,759,772.0,749.0,763,794.0,750.0,745,805,762,816,759,736,732.0,800.0,776.0,645.0,728.0,691,750.0,684,585,497.0,505,435,486,460,443,478,515.0,483,471,456,503,501,562,529,546,521,520,540,508,487,510,472,476,393,431,438,387,361,281,266,267,265,277,265,275,316,264,290,243,254,232,248,251,225,210,184.0,219,210,212,164,188,129,123,85,71,65,76,66,81,50,53,101
86,,,כנרת,"סה""כ",66143,1164.0,1160.0,1144.0,1138.0,1202,1149.0,1197.0,1259,1228.0,1229.0,1221,1212.0,1264.0,1198,1206,1266,1322,1349,1409,1359.0,1307.0,1223.0,1124.0,1201.0,1185,1161.0,1143,931,864.0,792,696,785,771,755,736,715.0,832,791,749,782,851,916,916,878,889,812,909,886,838,891,869,794,736,700,771,623,525,440,426,372,401,413,368,449,435,373,410,393,339,349,339,376,294,284,266.0,263,260,233,222,229,175,171,125,84,78,72,71,84,71,84,171
87,,,,גברים,32995,610.0,589.0,616.0,591.0,600,596.0,619.0,623,648.0,608.0,623,606.0,677.0,602,594,660,648,682,714,689.0,649.0,657.0,579.0,604.0,625,592.0,594,508,478.0,410,357,407,386,348,371,359.0,388,391,362,377,396,444,453,443,426,411,436,442,407,448,450,400,339,345,388,310,249,211,219,190,197,191,180,218,223,172,182,183,152,147,150,175,121,117,140.0,108,123,105,92,105,78,73,48,37,29,29,20,39,22,32,63
88,,,,נשים,33148,554.0,571.0,528.0,547.0,602,553.0,578.0,636,580.0,621.0,598,606.0,587.0,596,612,606,674,667,695,670.0,658.0,566.0,545.0,597.0,560,569.0,549,423,386.0,382,339,378,385,407,365,356.0,444,400,387,405,455,472,463,435,463,401,473,444,431,443,419,394,397,355,383,313,276,229,207,182,204,222,188,231,212,201,228,210,187,202,189,201,173,167,126.0,155,137,128,130,124,97,98,77,47,49,43,51,45,49,52,108
89,,,יזרעאל,"סה""כ",192323,3015.0,3168.0,3136.0,3234.0,3140,3163.0,3097.0,3142,3239.0,3230.0,3276,3289.0,3300.0,3503,3515,3539,3503,3487,3641,3492.0,3249.0,3315.0,3031.0,3157.0,3056,3122.0,2991,2652,2512.0,2468,2443,2472,2285,2407,2301,2238.0,2301,2310,2367,2401,2371,2534,2584,2619,2587,2533,2579,2559,2575,2477,2458,2464,2219,2359,2481,2108,1609,1297,1128,1170,1374,1392,1348,1484,1626,1354,1379,1180,1171,1186,1105,1224,1095,1106,1075.0,1166,986,1065,852,766,690,606,480,346,289,280,310,325,312,215,638
90,,,,גברים,94560,1567.0,1672.0,1624.0,1597.0,1564,1692.0,1572.0,1643,1637.0,1654.0,1693,1743.0,1677.0,1830,1787,1831,1765,1773,1887,1819.0,1713.0,1747.0,1575.0,1552.0,1427,1565.0,1537,1368,1253.0,1246,1246,1188,1128,1135,1141,1107.0,1130,1145,1133,1173,1149,1169,1229,1273,1317,1196,1253,1299,1223,1201,1215,1213,1078,1130,1204,1024,777,682,530,587,670,648,623,691,706,619,631,528,517,537,501,532,488,485,469.0,472,425,415,326,282,256,246,198,137,118,102,100,110,126,74,243
91,,,,נשים,97763,1448.0,1496.0,1512.0,1637.0,1576,1471.0,1525.0,1499,1602.0,1576.0,1583,1546.0,1623.0,1673,1728,1708,1738,1714,1754,1673.0,1536.0,1568.0,1456.0,1605.0,1629,1557.0,1454,1284,1259.0,1222,1197,1284,1157,1272,1160,1131.0,1171,1165,1234,1228,1222,1365,1355,1346,1270,1337,1326,1260,1352,1276,1243,1251,1141,1229,1277,1084,832,615,598,583,704,744,725,793,920,735,748,652,654,649,604,692,607,621,606.0,694,561,650,526,484,434,360,282,209,171,178,210,215,186,141,395
92,,,עכו,"סה""כ",180590,2912.0,2949.0,2875.0,3027.0,2901,2687.0,2765.0,2792,2820.0,2862.0,2903,2874.0,2975.0,3030,3049,3082,3157,3112,3162,3054.0,2981.0,2828.0,2838.0,2778.0,2797,2941.0,2823,2736,2517.0,2438,2397,2258,2318,2183,2166,2112.0,2152,2194,2271,2333,2424,2558,2587,2549,2599,2535,2681,2582,2551,2634,2496,2444,2287,2291,2277,1997,1458,1237,1006,1009,1165,1262,1323,1472,1490,1250,1265,1156,1053,1182,996,1191,1121,1080,1149.0,1078,1006,980,892,841,670,602,506,344,279,308,329,313,262,225,549
93,,,,גברים,88741,1486.0,1498.0,1471.0,1562.0,1483,1435.0,1429.0,1487,1420.0,1509.0,1459,1451.0,1502.0,1576,1544,1551,1658,1674,1635,1603.0,1587.0,1494.0,1436.0,1405.0,1399,1417.0,1467,1385,1298.0,1299,1194,1158,1105,1076,1040,1051.0,1031,1043,1115,1113,1145,1211,1203,1215,1263,1202,1290,1303,1214,1322,1300,1191,1155,1134,1130,998,737,625,491,470,551,606,604,634,653,545,552,528,484,506,461,528,490,443,514.0,461,392,383,319,342,274,233,204,127,103,117,103,102,79,65,193
94,,,,נשים,91849,1426.0,1451.0,1404.0,1465.0,1418,1252.0,1336.0,1305,1400.0,1353.0,1444,1423.0,1473.0,1454,1505,1531,1499,1438,1527,1451.0,1394.0,1334.0,1402.0,1373.0,1398,1524.0,1356,1351,1219.0,1139,1203,1100,1213,1107,1126,1061.0,1121,1151,1156,1220,1279,1347,1384,1334,1336,1333,1391,1279,1337,1312,1196,1253,1132,1157,1147,999,721,612,515,539,614,656,719,838,837,705,713,628,569,676,535,663,631,637,635.0,617,614,597,573,499,396,369,302,217,176,191,226,211,183,160,356
95,,,גולן,"סה""כ",15856,264.0,304.0,280.0,298.0,281,289.0,338.0,319,316.0,305.0,359,350.0,342.0,308,364,387,395,363,368,343.0,341.0,333.0,293.0,280.0,305,293.0,273,225,230.0,180,168,176,198,168,201,180.0,203,196,181,202,169,234,234,244,246,211,239,255,248,262,237,243,205,187,175,144,82,81,58,51,60,46,62,60,77,35,44,29,37,40,19,31,34,29,27.0,32,19,21,23,12,20,14,8,15,11,4,5,10,8,5,15
96,,,,גברים,8116,127.0,157.0,142.0,161.0,146,139.0,158.0,156,154.0,176.0,185,183.0,174.0,154,218,223,217,197,197,196.0,188.0,172.0,168.0,154.0,148,142.0,133,116,105.0,103,82,92,93,80,91,91.0,102,88,92,93,87,115,102,117,110,88,123,127,129,127,131,116,113,114,91,82,51,50,37,33,24,23,28,26,47,19,17,17,21,17,10,14,19,15,10.0,8,10,11,9,..,7,5,..,4,4,..,..,..,..,..,..
97,,,,נשים,7740,137.0,147.0,138.0,137.0,135,150.0,180.0,163,162.0,129.0,174,167.0,168.0,154,146,164,178,166,171,147.0,153.0,161.0,125.0,126.0,157,151.0,140,109,125.0,77,86,84,105,88,110,89.0,101,108,89,109,82,119,132,127,136,123,116,128,119,135,106,127,92,73,84,62,31,31,21,18,36,23,34,34,30,16,27,12,16,23,9,17,15,14,17.0,24,9,10,14,10,13,9,5,11,7,..,..,9,7,4,12
98,,מחוז חיפה,סך הכל,"סה""כ",649510,8794.0,8892.0,8789.0,8857.0,8936,8824.0,8787.0,8828,8956.0,9058.0,9023,9477.0,9562.0,9996,10178,10748,10845,10893,11169,10782.0,10499.0,10318.0,10114.0,10223.0,10330,10290.0,9901,9552,8882.0,9223,8988,8817,8148,7939,7454,7497.0,7374,7421,7491,7663,7695,8054,8170,8251,8253,8399,8623,8526,8589,9029,8881,8959,8733,8785,9521,8580,6399,5001,4289,4324,4973,5280,5471,6064,6264,5811,5348,4981,4725,5150,4580,5181,4834,4943,4682.0,4880,4781,4662,4366,4044,3150,3189,2449,1877,1388,1461,1391,1558,1265,1217,2966
99,,,,גברים,314283,4585.0,4548.0,4466.0,4624.0,4633,4524.0,4507.0,4507,4590.0,4635.0,4664,4911.0,4934.0,5098,5173,5588,5567,5582,5852,5657.0,5518.0,5548.0,5318.0,5255.0,5299,5327.0,5004,4845,4576.0,4639,4508,4297,4020,3941,3672,3653.0,3536,3571,3512,3602,3602,3696,3821,3907,3902,4006,4095,3994,3959,4174,4213,4255,4126,4227,4592,4074,3002,2346,1963,1956,2307,2297,2350,2730,2772,2595,2366,2267,2117,2235,1980,2229,2003,2054,1986.0,1988,1876,1789,1779,1667,1338,1405,1031,798,555,542,481,575,481,385,1109
100,,,,נשים,335227,4209.0,4344.0,4323.0,4233.0,4303,4300.0,4280.0,4321,4366.0,4423.0,4359,4566.0,4628.0,4898,5005,5160,5278,5311,5317,5125.0,4981.0,4770.0,4796.0,4968.0,5031,4963.0,4897,4707,4306.0,4584,4480,4520,4128,3998,3782,3844.0,3838,3850,3979,4061,4093,4358,4349,4344,4351,4393,4528,4532,4630,4855,4668,4704,4607,4558,4929,4506,3397,2655,2326,2368,2666,2983,3121,3334,3492,3216,2982,2714,2608,2915,2600,2952,2831,2889,2696.0,2892,2905,2873,2587,2377,1812,1784,1418,1079,833,919,910,983,784,832,1857
101,,,חיפה,"סה""כ",478118,6184.0,6014.0,6022.0,5914.0,6119,6011.0,6026.0,5963,6030.0,6073.0,6163,6406.0,6688.0,6870,6969,7240,7499,7426,7910,7785.0,7676.0,7691.0,7555.0,7738.0,7830,7828.0,7548,7273,6778.0,6992,6779,6557,5927,5641,5339,5340.0,5095,5139,5242,5304,5284,5629,5737,5820,5850,6041,6240,6259,6215,6704,6551,6833,6798,6818,7445,6704,4956,3838,3275,3321,3875,4105,4251,4837,4948,4596,4262,3959,3788,4166,3645,4141,3929,3982,3807.0,4009,3926,3807,3573,3380,2660,2642,2072,1575,1147,1209,1165,1267,1048,1021,2424
102,,,,גברים,229830,3264.0,3107.0,3070.0,3095.0,3155,3081.0,3146.0,3037,3082.0,3078.0,3176,3297.0,3450.0,3533,3610,3777,3845,3830,4136,4063.0,4025.0,4138.0,3977.0,3970.0,4042,4091.0,3841,3663,3528.0,3544,3464,3236,2932,2814,2632,2621.0,2475,2441,2461,2472,2478,2537,2673,2723,2721,2807,2873,2867,2843,3034,3054,3167,3132,3253,3567,3112,2284,1801,1490,1471,1781,1747,1793,2144,2178,2030,1861,1793,1668,1781,1553,1782,1641,1622,1620.0,1641,1537,1461,1468,1390,1139,1154,881,668,452,447,417,481,393,315,906
103,,,,נשים,248288,2920.0,2907.0,2952.0,2819.0,2964,2930.0,2880.0,2926,2948.0,2995.0,2987,3109.0,3238.0,3337,3359,3463,3654,3596,3774,3722.0,3651.0,3553.0,3578.0,3768.0,3788,3737.0,3707,3610,3250.0,3448,3315,3321,2995,2827,2707,2719.0,2620,2698,2781,2832,2806,3092,3064,3097,3129,3234,3367,3392,3372,3670,3497,3666,3666,3565,3878,3592,2672,2037,1785,1850,2094,2358,2458,2693,2770,2566,2401,2166,2120,2385,2092,2359,2288,2360,2187.0,2368,2389,2346,2105,1990,1521,1488,1191,907,695,762,748,786,655,706,1518
104,,,חדרה,"סה""כ",171392,2610.0,2878.0,2767.0,2943.0,2817,2813.0,2761.0,2865,2926.0,2985.0,2860,3071.0,2874.0,3126,3209,3508,3346,3467,3259,2997.0,2823.0,2627.0,2559.0,2485.0,2500,2462.0,2353,2279,2104.0,2231,2209,2260,2221,2298,2115,2157.0,2279,2282,2249,2359,2411,2425,2433,2431,2403,2358,2383,2267,2374,2325,2330,2126,1935,1967,2076,1876,1443,1163,1014,1003,1098,1175,1220,1227,1316,1215,1086,1022,937,984,935,1040,905,961,875.0,871,855,855,793,664,490,547,377,302,241,252,226,291,217,196,542
105,,,,גברים,84453,1321.0,1441.0,1396.0,1529.0,1478,1443.0,1361.0,1470,1508.0,1557.0,1488,1614.0,1484.0,1565,1563,1811,1722,1752,1716,1594.0,1493.0,1410.0,1341.0,1285.0,1257,1236.0,1163,1182,1048.0,1095,1044,1061,1088,1127,1040,1032.0,1061,1130,1051,1130,1124,1159,1148,1184,1181,1199,1222,1127,1116,1140,1159,1088,994,974,1025,962,718,545,473,485,526,550,557,586,594,565,505,474,449,454,427,447,362,432,366.0,347,339,328,311,277,199,251,150,130,103,95,64,94,88,70,203
106,,,,נשים,86939,1289.0,1437.0,1371.0,1414.0,1339,1370.0,1400.0,1395,1418.0,1428.0,1372,1457.0,1390.0,1561,1646,1697,1624,1715,1543,1403.0,1330.0,1217.0,1218.0,1200.0,1243,1226.0,1190,1097,1056.0,1136,1165,1199,1133,1171,1075,1125.0,1218,1152,1198,1229,1287,1266,1285,1247,1222,1159,1161,1140,1258,1185,1171,1038,941,993,1051,914,725,618,541,518,572,625,663,641,722,650,581,548,488,530,508,593,543,529,509.0,524,516,527,482,387,291,296,227,172,138,157,162,197,129,126,339
107,,מחוז מרכז,סך הכל,"סה""כ",1383109,24240.0,24921.0,24789.0,24729.0,24053,23925.0,23226.0,22872,22813.0,23063.0,22064,22242.0,22774.0,23355,23406,24276,24520,24212,23755,22611.0,22019.0,21938.0,21284.0,21253.0,21924,22395.0,22213,21008,20288.0,20138,20494,20038,19178,18843,17819,18027.0,17892,18010,17348,17234,17428,18301,17914,17913,17883,18240,18542,18161,18721,19528,19298,18950,17399,17119,18182,16062,12378,10194,8590,8449,8779,9019,9039,9391,9592,8634,8269,7715,7253,7331,6724,7315,6857,6733,6253.0,6526,6545,6414,5757,5516,4514,4604,3569,2906,2280,2149,2318,2452,1834,1592,4788
108,,,,גברים,680805,12585.0,12780.0,12700.0,12736.0,12349,12347.0,11812.0,11698,11582.0,11786.0,11292,11222.0,11754.0,12071,12333,12606,12961,12473,12249,11557.0,11229.0,11175.0,10727.0,10599.0,10977,11194.0,11169,10505,9942.0,9985,10030,9729,9272,9039,8523,8741.0,8672,8907,8482,8425,8355,8944,8628,8626,8567,8746,9012,8597,9155,9510,9369,9261,8570,8414,9106,7950,6268,5139,4287,4128,4233,4334,4440,4489,4555,4039,3825,3537,3353,3296,3053,3281,2946,2871,2597.0,2640,2558,2446,2292,2268,1925,1929,1444,1142,938,757,871,866,711,584,1738
109,,,,נשים,702304,11655.0,12141.0,12089.0,11993.0,11704,11578.0,11414.0,11174,11231.0,11277.0,10772,11020.0,11020.0,11284,11073,11670,11559,11739,11506,11054.0,10790.0,10763.0,10557.0,10654.0,10947,11201.0,11044,10503,10346.0,10153,10464,10309,9906,9804,9296,9286.0,9220,9103,8866,8809,9073,9357,9286,9287,9316,9494,9530,9564,9566,10018,9929,9689,8829,8705,9076,8112,6110,5055,4303,4321,4546,4685,4599,4902,5037,4595,4444,4178,3900,4035,3671,4034,3911,3862,3656.0,3886,3987,3968,3465,3248,2589,2675,2125,1764,1342,1392,1447,1586,1123,1008,3050
110,,,השרון,"סה""כ",262765,4361.0,4638.0,4550.0,4617.0,4417,4521.0,4350.0,4267,4292.0,4279.0,4196,4219.0,4177.0,4366,4475,4697,4758,4761,4496,4124.0,4062.0,4007.0,3891.0,3904.0,3949,3970.0,3915,3811,3597.0,3570,3693,3574,3450,3421,3210,3264.0,3301,3406,3250,3244,3364,3455,3332,3365,3351,3360,3355,3470,3381,3562,3502,3380,3071,3148,3348,2883,2277,1877,1671,1623,1852,1822,1794,1874,1993,1810,1731,1645,1610,1716,1526,1619,1601,1560,1525.0,1480,1500,1480,1427,1346,1074,1095,827,733,603,513,559,646,435,373,1171
111,,,,גברים,129435,2249.0,2428.0,2340.0,2342.0,2319,2391.0,2188.0,2190,2247.0,2207.0,2169,2112.0,2204.0,2258,2377,2616,2583,2586,2364,2131.0,2114.0,2043.0,1907.0,1954.0,1981,1924.0,2048,1963,1747.0,1816,1770,1751,1668,1622,1524,1565.0,1599,1706,1597,1631,1611,1674,1568,1651,1635,1634,1625,1661,1627,1745,1748,1656,1512,1537,1615,1378,1111,958,822,765,868,824,874,881,915,842,774,751,713,764,667,759,659,641,636.0,583,597,577,550,576,443,447,363,315,261,183,212,242,174,142,438
112,,,,נשים,133330,2112.0,2210.0,2210.0,2275.0,2098,2130.0,2162.0,2077,2045.0,2072.0,2027,2107.0,1973.0,2108,2098,2081,2175,2175,2132,1993.0,1948.0,1964.0,1984.0,1950.0,1968,2046.0,1867,1848,1850.0,1754,1923,1823,1782,1799,1686,1699.0,1702,1700,1653,1613,1753,1781,1764,1714,1716,1726,1730,1809,1754,1817,1754,1724,1559,1611,1733,1505,1166,919,849,858,984,998,920,993,1078,968,957,894,897,952,859,860,942,919,889.0,897,903,903,877,770,631,648,464,418,342,330,347,404,261,231,733
113,,,פתח תקווה,"סה""כ",484484,8573.0,8700.0,8609.0,8583.0,8361,8123.0,7825.0,7873,7661.0,7884.0,7365,7527.0,7672.0,7870,7828,8306,8181,8193,8081,7803.0,7606.0,7782.0,7515.0,7609.0,7805,8083.0,8043,7447,7135.0,6971,7143,6996,6736,6463,6131,6327.0,6344,6241,6038,5885,5851,6206,6087,6073,6090,6383,6402,6331,6803,7186,7038,6906,6522,6436,6827,5967,4659,3909,3409,3154,3097,3230,3226,3309,3398,3110,2923,2813,2559,2472,2292,2536,2367,2302,2062.0,2317,2302,2300,1976,1984,1578,1757,1320,1070,828,822,865,902,696,620,1894
114,,,,גברים,237186,4437.0,4427.0,4471.0,4385.0,4258,4244.0,3982.0,4060,3819.0,4008.0,3749,3779.0,3996.0,4111,4139,4179,4290,4227,4061,3891.0,3822.0,3882.0,3688.0,3739.0,3891,4002.0,4091,3763,3471.0,3423,3508,3314,3258,3121,2926,3074.0,3057,3091,2987,2818,2834,3030,2921,2918,2818,3033,3086,2917,3287,3431,3364,3344,3184,3140,3497,2957,2378,1937,1689,1552,1495,1605,1610,1580,1656,1482,1385,1277,1145,1149,1037,1111,1016,990,845.0,946,934,857,804,801,679,741,519,406,324,269,337,297,270,232,631
115,,,,נשים,247298,4136.0,4273.0,4138.0,4198.0,4103,3879.0,3843.0,3813,3842.0,3876.0,3616,3748.0,3676.0,3759,3689,4127,3891,3966,4020,3912.0,3784.0,3900.0,3827.0,3870.0,3914,4081.0,3952,3684,3664.0,3548,3635,3682,3478,3342,3205,3253.0,3287,3150,3051,3067,3017,3176,3166,3155,3272,3350,3316,3414,3516,3755,3674,3562,3338,3296,3330,3010,2281,1972,1720,1602,1602,1625,1616,1729,1742,1628,1538,1536,1414,1323,1255,1425,1351,1312,1217.0,1371,1368,1443,1172,1183,899,1016,801,664,504,553,528,605,426,388,1263
116,,,רמלה,"סה""כ",207641,4409.0,4528.0,4428.0,4528.0,4271,4318.0,4198.0,4004,3924.0,4009.0,3749,3678.0,3825.0,3832,3662,3687,3888,3565,3508,3271.0,3139.0,2985.0,2998.0,2895.0,2983,3068.0,3119,3099,3095.0,3284,3264,3433,3315,3362,3187,3102.0,2976,3107,2959,3063,2938,3099,3010,2909,2824,2708,2777,2585,2526,2537,2443,2295,2062,1890,1962,1712,1357,1120,930,1055,1083,1136,1181,1236,1242,1043,1016,979,903,918,860,912,865,836,766.0,715,712,722,567,530,466,456,322,246,199,198,196,200,165,120,397
117,,,,גברים,104270,2295.0,2302.0,2287.0,2378.0,2186,2148.0,2154.0,2006,1991.0,2051.0,1869,1925.0,1982.0,2015,1989,1982,2105,1869,1842,1682.0,1656.0,1567.0,1545.0,1478.0,1480,1545.0,1518,1452,1474.0,1599,1517,1649,1635,1653,1551,1519.0,1494,1555,1479,1550,1447,1586,1515,1498,1451,1382,1457,1288,1311,1311,1269,1217,1053,939,969,859,721,570,468,520,545,515,589,608,573,487,490,415,428,411,392,396,391,351,333.0,292,278,298,242,233,195,200,126,85,80,83,69,77,68,45,170
118,,,,נשים,103371,2114.0,2226.0,2141.0,2150.0,2085,2170.0,2044.0,1998,1933.0,1958.0,1880,1753.0,1843.0,1817,1673,1705,1783,1696,1666,1589.0,1483.0,1418.0,1453.0,1417.0,1503,1523.0,1601,1647,1621.0,1685,1747,1784,1680,1709,1636,1583.0,1482,1552,1480,1513,1491,1513,1495,1411,1373,1326,1320,1297,1215,1226,1174,1078,1009,951,993,853,636,550,462,535,538,621,592,628,669,556,526,564,475,507,468,516,474,485,433.0,423,434,424,325,297,271,256,196,161,119,115,127,123,97,75,227
119,,,רחובות,"סה""כ",428219,6897.0,7055.0,7202.0,7001.0,7004,6963.0,6853.0,6728,6936.0,6891.0,6754,6818.0,7100.0,7287,7441,7586,7693,7693,7670,7413.0,7212.0,7164.0,6880.0,6845.0,7187,7274.0,7136,6651,6461.0,6313,6394,6035,5677,5597,5291,5334.0,5271,5256,5101,5042,5275,5541,5485,5566,5618,5789,6008,5775,6011,6243,6315,6369,5744,5645,6045,5500,4085,3288,2580,2617,2747,2831,2838,2972,2959,2671,2599,2278,2181,2225,2046,2248,2024,2035,1900.0,2014,2031,1912,1787,1656,1396,1296,1100,857,650,616,698,704,538,479,1326
120,,,,גברים,209914,3604.0,3623.0,3602.0,3631.0,3586,3564.0,3488.0,3442,3525.0,3520.0,3505,3406.0,3572.0,3687,3828,3829,3983,3791,3982,3853.0,3637.0,3683.0,3587.0,3428.0,3625,3723.0,3512,3327,3250.0,3147,3235,3015,2711,2643,2522,2583.0,2522,2555,2419,2426,2463,2654,2624,2559,2663,2697,2844,2731,2930,3023,2988,3044,2821,2798,3025,2756,2058,1674,1308,1291,1325,1390,1367,1420,1411,1228,1176,1094,1067,972,957,1015,880,889,783.0,819,749,714,696,658,608,541,436,336,273,222,253,250,199,165,499
121,,,,נשים,218305,3293.0,3432.0,3600.0,3370.0,3418,3399.0,3365.0,3286,3411.0,3371.0,3249,3412.0,3528.0,3600,3613,3757,3710,3902,3688,3560.0,3575.0,3481.0,3293.0,3417.0,3562,3551.0,3624,3324,3211.0,3166,3159,3020,2966,2954,2769,2751.0,2749,2701,2682,2616,2812,2887,2861,3007,2955,3092,3164,3044,3081,3220,3327,3325,2923,2847,3020,2744,2027,1614,1272,1326,1422,1441,1471,1552,1548,1443,1423,1184,1114,1253,1089,1233,1144,1146,1117.0,1195,1282,1198,1091,998,788,755,664,521,377,394,445,454,339,314,827
