,name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
66,לוד,4.9,ירוק,4.2,0.0159176029962,1.2666666666666,41,ירוק,2021-07-18 00:00:00+00:00,55.562845047409205,49.57294580744188,5.1
67,עכו,4.1,ירוק,4.4,0.0173092053501,1.2,27,ירוק,2021-07-18 00:00:00+00:00,67.02344649312357,61.85754387382111,5.5
68,ראש העין,5.9,ירוק,8.6,0.0156376381774,1.0714285714285,74,ירוק,2021-07-18 00:00:00+00:00,61.27537609338105,56.909277217577255,11.0
69,בית שאן,6.1,ירוק,14.8,0.0360248447204,1.8,32,ירוק,2021-07-18 00:00:00+00:00,65.92729188619599,60.242360379346685,16.9
70,בני ברק,3.6,ירוק,1.8,0.0176779741997,2.7,40,ירוק,2021-07-18 00:00:00+00:00,34.03146646413275,26.444616427359385,1.9
71,תל מונד,3.5,ירוק,5.9,0.0085929108485,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,77.39395290097319,71.47314464007131,
72,כעביה-טבאש-חג'אג'רה,2.5,ירוק,1.8,0.0125,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,49.973257265109645,45.33784988411482,
73,דבוריה,2.0,ירוק,0.9,0.0037735849056,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,57.03988017225239,50.95487736378955,
74,ג'לג'וליה,2.0,ירוק,1.0,0.0029498525073,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,50.78193297717338,44.18649830014571,
75,אבני חפץ,2.0,ירוק,0.0,0.0,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,50.36075036075036,43.001443001443,
76,שלומי,3.3,ירוק,3.0,0.0135135135135,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,67.20605700712589,62.158551068883604,
77,אפרת,3.9,ירוק,2.6,0.0059405940594,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,66.22591943957968,59.72854640980736,
78,כפר תבור,2.8,ירוק,4.5,0.0109289617486,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,74.00590774823904,68.6889343331061,
79,כפר כנא,2.2,ירוק,2.6,0.0121212121212,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,56.62552148294697,50.78921336716701,
80,קרית עקרון,3.9,ירוק,10.0,0.0163447251114,0.1000000000000001, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,63.54903027007431,59.198839949247784,
81,אליכין,3.8,ירוק,2.9,0.0135135135135,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,66.64743219849971,61.8869013271783,
82,חספין,3.1,ירוק,9.8,0.076923076923,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,42.028278888347145,34.90980009751341,
83,טירת כרמל,3.5,ירוק,7.0,0.0318949343339,0.7,18,ירוק,2021-07-18 00:00:00+00:00,67.35433395099855,63.37245213094502,7.4
84,רמת השרון,4.9,ירוק,9.9,0.014101410141,0.6785714285714,58,ירוק,2021-07-18 00:00:00+00:00,76.40790194178847,71.8230066130323,12.2
85,זכרון יעקב,2.7,ירוק,2.6,0.0055970149253,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,70.2293324256478,65.6809768965664,
86,רעננה,5.6,ירוק,12.1,0.0167029774872,0.8235294117647001,115,ירוק,2021-07-18 00:00:00+00:00,78.25957015514956,73.44395644377452,14.9
87,שגב-שלום,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,23.77295197740113,20.806850282485875,0.0
88,ראש פינה,4.3,ירוק,9.3,0.0142857142857,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,64.55304670584596,60.71759975255181,
89,בית דגן,4.6,ירוק,15.1,0.0230607966457,0.1000000000000001, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,65.85365853658537,60.71526445601535,
90,אבו קורינאת (שבט),2.0,צהוב,0.0,0.0,0.0, 0 ,צהוב,2021-07-18 00:00:00+00:00,5.584747034979733,4.759045188410148,0.0
91,אלעזר,4.3,ירוק,12.3,0.03125,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,70.34313725490196,62.091503267973856,
92,מודיעין עילית,0.3,ירוק,0.3,0.0060790273556,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,26.69755633132339,17.632497619803235,
93,ע'ג'ר,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,49.10913140311804,46.32516703786192,0.0
94,אטרש (שבט),2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,8.11561978877154,6.753752084491384,0.0
95,באר יעקב,2.5,ירוק,4.2,0.0138004246284,-0.2,17,ירוק,2021-07-18 00:00:00+00:00,56.672912762856555,51.65868554375738,5.9
96,מעלות-תרשיחא,2.9,ירוק,3.6,0.0127795527156,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,66.75692752053435,62.52369347414026,
97,פרדסיה,3.5,ירוק,10.5,0.015873015873,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,77.44847299533623,72.60418233789679,
98,נוף הגליל,3.3,ירוק,3.3,0.0116569525395,0.3999999999999999,16,ירוק,2021-07-18 00:00:00+00:00,68.0476758045292,63.86174016686531,3.8
99,בסמת טבעון,2.3,ירוק,1.2,0.0046082949308,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,51.143607049118856,47.25659292588426,
100,נופית,4.1,ירוק,11.5,0.0205479452054,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,83.42266462480858,78.06278713629403,
101,אבו גוש,2.2,צהוב,2.5,0.0023041474654,0.0, קטן מ-15 ,צהוב,2021-07-18 00:00:00+00:00,75.33706436021369,65.02162299669295,
102,קצרין,3.9,ירוק,6.7,0.0214592274678,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,64.52644198747835,59.571067004129475,
103,גן יבנה,4.6,ירוק,5.0,0.0125847047434,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,69.0375518064219,62.954745258927446,
104,טירה,2.5,ירוק,1.9,0.0073855243722,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,53.93000148301943,47.99421622423254,
105,רכסים,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,35.930276619931796,27.73020083364911,0.0
106,פדואל,2.0,צהוב,0.0,0.0,0.0, 0 ,צהוב,2021-07-18 00:00:00+00:00,64.47174447174447,54.496314496314504,0.0
107,צפת,2.1,ירוק,1.6,0.0124223602484,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,38.86829750432419,35.18106690827224,
108,בוקעאתא,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,67.08102441216116,53.916429534221955,0.0
109,אור יהודה,5.4,ירוק,7.9,0.0214888718342,0.2083333333333,39,ירוק,2021-07-18 00:00:00+00:00,64.63497963757618,58.64104736655096,10.7
110,חולון,5.6,ירוק,8.0,0.0224221650956,0.8045977011494001,191,ירוק,2021-07-18 00:00:00+00:00,66.9818329855987,62.48231642155615,9.7
111,ברקת,4.3,ירוק,9.5,0.0689655172413,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,40.142517814726844,33.82422802850356,
112,שתולים,4.1,ירוק,4.8,0.0232558139534,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,65.21739130434783,58.62398471094124,
113,בת ים,5.1,ירוק,4.9,0.0143967093235,1.1724137931034,79,ירוק,2021-07-18 00:00:00+00:00,68.21291049682246,63.848104436026674,6.2
114,אום בטין,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,13.211336755188574,10.421780852488284,0.0
115,אום אל-פחם,2.2,ירוק,1.6,0.0113350125944,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,51.74298661682507,45.68617424576375,
116,גדרה,5.9,ירוק,9.0,0.0213815789473,1.6,33,ירוק,2021-07-18 00:00:00+00:00,62.49262280854019,57.0456517965631,11.5
117,כסיפה,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,17.88295119992863,15.492015344812204,0.0
118,ג'דיידה-מכר,4.7,ירוק,10.8,0.0470588235294,1.3,29,ירוק,2021-07-18 00:00:00+00:00,57.85476536496179,51.30561155126342,13.6
119,הר אדר,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,82.23090065901879,74.56675616304614,0.0
120,נשר,2.3,ירוק,1.3,0.0048076923076,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,70.0463523614649,65.92892637908714,
121,ג'ש (גוש חלב),2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,65.48076923076923,60.192307692307686,0.0
122,כפר מנדא,2.6,ירוק,1.5,0.0068649885583,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,50.393013100436676,43.83794274623969,
123,נאעורה,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,60.0,54.92537313432836,0.0
124,"כפר חב""ד",2.0,צהוב,0.0,0.0,0.0, 0 ,צהוב,2021-07-18 00:00:00+00:00,42.39049740163326,34.68448403860431,0.0
125,טמרה,2.0,ירוק,1.4,0.0069832402234,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,56.28962391348003,49.17238016007344,
126,שעב,2.4,ירוק,1.4,0.0038461538461,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,59.62232713135241,53.47125798389336,
127,מסעדה,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,64.87350199733687,56.964047936085215,0.0
128,יהוד,4.6,ירוק,13.3,0.0240963855421,-0.4366197183099,51,ירוק,2021-07-18 00:00:00+00:00,72.70272972702729,67.24327567243276,17.0
129,חצור הגלילית,4.0,ירוק,6.3,0.0185758513931,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,61.55378486055777,56.43740826169008,
130,עמנואל,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,22.93423271500843,19.87472898096844,0.0
131,רבבה,5.3,צהוב,25.0,0.042944785276,0.0, קטן מ-15 ,צהוב,2021-07-18 00:00:00+00:00,54.834106314662854,43.988583660363894,
132,פתח תקווה,5.2,ירוק,11.7,0.0208836482454,0.9931972789115,347,ירוק,2021-07-18 00:00:00+00:00,68.01183578448011,62.49326150934205,13.9
133,כפר מצר,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,55.579553635709146,50.0,0.0
134,אשקלון,4.3,ירוק,3.6,0.012717852096,1.2083333333333,63,ירוק,2021-07-18 00:00:00+00:00,63.32472924434247,58.80689965993362,4.3
135,קצר א-סר,0.9,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,10.371517027863778,9.791021671826625,0.0
136,רחובות,4.9,ירוק,8.3,0.0197463477283,1.42,142,ירוק,2021-07-18 00:00:00+00:00,63.07373489361411,58.46675740187261,9.7
137,ג'ת,1.9,ירוק,0.8,0.0035460992907,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,56.97029056480575,50.726412014364996,
138,שילה,3.5,ירוק,4.4,0.0333333333333,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,39.52526132404181,33.75435540069686,
139,שבלי - אום אל-גנם,2.0,ירוק,0.0,0.0,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,62.416761409777486,56.14747441936008,
140,הרצליה,4.6,ירוק,10.2,0.0150044130626,0.463768115942,122,ירוק,2021-07-18 00:00:00+00:00,73.62007096201918,69.27062333682767,12.3
141,עפרה,4.9,ירוק,16.2,0.0280898876404,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,65.47041707080504,57.03200775945684,
142,גבעת ברנר,3.0,ירוק,3.8,0.010752688172,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,67.3545966228893,62.251407129455906,
143,אור עקיבא,5.0,ירוק,7.2,0.0192307692307,0.3999999999999999,22,ירוק,2021-07-18 00:00:00+00:00,65.85466343925425,60.63758562084771,11.3
144,כפר קרע,1.7,ירוק,0.0,0.0,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,57.66683911019142,51.80548370408691,
145,יבנאל,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,36.04410751206065,32.896852745233176,0.0
146,אבו רוקייק (שבט),2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,9.24476619056936,7.963216591665036,0.0
147,דייר אל-אסד,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,56.56963021243116,49.354838709677416,0.0
148,כוכב השחר,3.2,ירוק,8.6,0.074074074074,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,49.5291095890411,44.4777397260274,
149,דימונה,1.6,ירוק,1.7,0.0099173553719,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,73.07318189620644,67.86061681066545,
150,גני מודיעין,4.5,ירוק,18.5,0.0806451612903,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,29.31608133086876,25.36044362292052,
151,פקיעין (בוקייעה),2.0,צהוב,0.0,0.0,0.0, 0 ,צהוב,2021-07-18 00:00:00+00:00,58.9640094180962,53.784056508577194,0.0
152,עראבה,2.3,ירוק,2.3,0.0072202166064,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,54.75755499733577,48.98759229656695,
153,גבעת שמואל,3.9,ירוק,7.7,0.0163934426229,1.1,22,ירוק,2021-07-18 00:00:00+00:00,67.5686591276252,61.81524452929945,8.1
154,משהד,2.3,ירוק,1.2,0.0057142857142,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,53.36952673197215,48.07034108344152,
155,פסגות,3.6,ירוק,4.8,0.0175438596491,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,55.83611243449261,45.59313959028108,
156,מתן,3.4,ירוק,2.8,0.003144654088,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,75.09641873278237,69.75206611570248,
157,כרמיאל,2.0,ירוק,1.3,0.0059171597633,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,71.37908638233384,66.77852348993288,
158,צופים,3.8,ירוק,16.4,0.0165975103734,-0.6969696969697, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,60.59738134206219,54.54173486088379,
159,בנימינה-גבעת עדה,2.4,ירוק,4.4,0.0100430416068,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,67.02147642602216,62.02492016780414,
160,ערד,2.1,ירוק,1.1,0.0059760956175,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,66.64335664335664,60.945896209054105,
161,קציר,4.8,ירוק,20.3,0.048,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,59.113966858302334,55.96888738586405,
162,גבעת אבני,4.1,ירוק,9.6,0.0240963855421,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,81.34615384615384,76.10576923076923,
163,קרית שמונה,2.6,ירוק,1.3,0.0094043887147,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,68.87405429461504,64.12550066755675,
164,יקנעם עילית,1.9,ירוק,0.8,0.0029761904761,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,70.93637005943228,65.82851918041645,
165,טייבה,3.1,ירוק,2.9,0.0085022890778,0.3, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,48.14947736754744,42.94558341931721,
166,מסעודין אל-עזאזמה,2.1,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,5.726946376486426,4.851918330715728,0.0
167,טלמון,2.9,ירוק,16.6,0.0551724137931,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,55.107973421926914,45.03737541528239,
168,ג'סר א-זרקא,1.9,ירוק,0.0,0.0,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,56.54072652683121,50.04962614967246,
169,בית אל,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,56.007424907188664,48.44751940600743,0.0
170,קיסריה,2.9,ירוק,7.1,0.009592326139,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,79.19343326195575,74.00071377587437,
171,מג'ד אל-כרום,1.6,ירוק,0.6,0.0030674846625,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,55.061221873197,46.62478363997692,
172,זרזיר,2.3,ירוק,1.2,0.0096153846153,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,51.044812175383505,47.3003985988646,
173,כפר ורדים,4.4,ירוק,14.6,0.021505376344,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,80.16378525932666,75.3958143767061,
174,קרית ארבע,3.0,ירוק,2.7,0.027027027027,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,50.80315818132317,45.15382521099918,
175,כפר ברא,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,52.8692879914984,46.54622741764081,0.0
176,כפר סבא,4.4,ירוק,9.8,0.0153965785381,-0.1228070175439,153,ירוק,2021-07-18 00:00:00+00:00,73.43110638967579,69.25263613471829,15.0
177,כוכב יעקב,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,30.576750448833035,25.628366247755835,0.0
178,רהט,0.8,צהוב,0.5,0.0051216389244,0.0, קטן מ-15 ,צהוב,2021-07-18 00:00:00+00:00,36.19741825141507,30.831670535217388,
179,חורפיש,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,64.73035439137134,57.6271186440678,0.0
180,מזרעה,3.6,צהוב,5.0,0.0192307692307,0.0, קטן מ-15 ,צהוב,2021-07-18 00:00:00+00:00,59.68547179231153,55.54168746879681,
181,מייסר,2.0,ירוק,0.0,0.0,0.0, 0 ,ירוק,2021-07-18 00:00:00+00:00,58.629071463296064,54.05930967428294,0.0
182,גבעת זאב,1.6,ירוק,0.5,0.002624671916,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,50.28898724290549,43.12939338713876,
183,פוריידיס,1.9,ירוק,0.7,0.0057471264367,0.0, קטן מ-15 ,ירוק,2021-07-18 00:00:00+00:00,58.47905350100454,52.4220552124414,
